addr,name,subsystem,conf,size,ninsn,callers,purpose
0x02012e96,draw_image_blend,UI_DISPLAY,high,3408,1193,0,blit/blend image spans to RGB565 buffer with alpha
0x02013be6,image_format_probe,UI_DISPLAY,med,48,23,0,"walk handler list, probe pixel-format ops match"
0x02013c16,draw_shape_primitives,UI_DISPLAY,med,4378,1493,0,paletted image blit plus circle/line/polygon drawing
0x02014d30,coverage_box_blur,UI_DISPLAY,med,408,150,0,sliding-window box blur over u16 coverage map
0x02014ec8,gradient_color_at,UI_DISPLAY,med,278,105,0,RGB565 gradient table lookup with interpolation
0x02014fde,draw_gradient_rect,UI_DISPLAY,low,1588,570,0,filled rounded rect with vertical gradient spans
0x02015612,draw_text_in_rect,UI_DISPLAY,med,536,185,0,measure and draw text aligned inside rect
0x0201582a,draw_round_rect_aa,UI_DISPLAY,med,6102,2056,0,anti-aliased rounded rect via blurred coverage map
0x02017000,cmp_u16,MATHLIB,med,8,4,0,"compare two u16 values, bsearch comparator"
0x02017008,font_glyph_lookup,UI_DISPLAY,med,1062,394,0,"font glyph index cache lookup, data ptr, metrics"
0x0201742e,anim_easing_eval,UI_DISPLAY,med,132,54,0,"animation easing interpolation, linear and cubic"
0x020174b2,ui_ctx_state_check,UI_MENU,low,58,22,0,"check ui context flags, post msg 4201"
0x020174ec,ui_ctx_release,UI_MENU,low,104,39,0,"clear ui context flags, release draw resources"
0x02017554,utf8_sequence_length,UI_DISPLAY,high,46,16,0,byte count of UTF-8 sequence from lead byte
0x02017582,utf8_char_count,UI_DISPLAY,high,42,19,0,count characters in UTF-8 string
0x020175ac,ui_widget_refresh,UI_MENU,low,96,33,0,"post refresh msgs, set widget dirty flags"
0x0201760c,ui_anim_find,UI_DISPLAY,med,74,28,0,find animation entry by id and callback
0x02017656,utf8_prev_char,UI_DISPLAY,high,110,41,0,step back one UTF-8 character in string
0x020176c4,text_wrap_measure,UI_DISPLAY,med,696,250,0,measure text width with word-wrap line breaking
0x0201797c,ui_text_layout_update,UI_MENU,med,1262,421,0,"text widget layout, ellipsis, scroll anim setup"
0x02017e6a,ui_text_set_scroll_mode,UI_MENU,med,184,56,0,"set text scroll/align mode, restore truncated text"
0x02017f22,ui_text_set_str,UI_MENU,high,232,87,0,"set widget text string, init and release text"
0x0201800a,ui_widget_emit_event,UI_MENU,med,46,20,0,"walk handler list, dispatch event to widget"
0x02018038,ui_text_area_size,UI_MENU,low,84,32,0,compute available text area from widget attrs
0x0201808c,ui_widget_on_event,UI_MENU,med,2068,707,0,widget attr load and event handler jump table
0x020188a0,ui_dirty_slot_mark,UI_MENU,low,30,11,0,mark context table slot dirty with size
0x020188be,clamp_add_range,MATHLIB,med,14,5,0,add delta then clamp result to range
0x020188cc,backlight_apply,UI_DISPLAY,low,70,16,0,apply backlight level via lookup table
0x02018912,menu_step_scale,UI_MENU,low,70,24,0,scale edit step by signed table entry
0x02018958,ui_value_edit_handler,UI_MENU,med,348,125,0,"ui event handler, encoder value edit with clamps"
0x02018ab4,ui_attr_get,UI_MENU,low,52,17,0,find attr entry by flag in resource list
0x02018ae8,ui_attr_add,UI_MENU,low,198,72,0,"grow attr table, insert new attribute entry"
0x02018bae,ui_attr_add_1001,UI_MENU,low,12,5,0,"wrapper, add attribute id 0x1001"
0x02018bba,ui_attr_1001_set_if_new,UI_MENU,low,40,16,0,find-or-add attribute id 0x1001
0x02018be2,ui_attr_add_1459,UI_MENU,low,14,5,0,"wrapper, add attribute id 0x1459"
0x02018bf0,ui_attr_add_1009,UI_MENU,low,14,5,0,"wrapper, add attribute id 0x1009"
0x02018bfe,ui_attr_set_pair,UI_MENU,low,80,30,0,set attribute pair 0x1006/0x1008 if changed
0x02018c4e,ui_text_set_style_attrs,UI_MENU,low,20,10,0,set three text style attributes via wrappers
0x02018c62,ui_text_setup,UI_MENU,med,34,14,0,"configure text widget font, string, style attrs"
0x02018c84,ui_label_set_text,UI_MENU,med,24,11,0,set child label text string and Y offset
0x02018c9c,ui_widget_invalidate,UI_MENU,med,52,18,0,"mark widget dirty, refresh on visibility change"
0x02018cd0,ui_widget_show_hide,UI_MENU,med,18,8,0,show or hide widget selected by flag
0x02018ce2,dec_atoi,MEMLIB,high,38,16,0,"parse decimal integer, advancing string pointer"
0x02018d08,sprintf_putc,MEMLIB,high,12,5,0,append one char to sprintf output buffer
0x02018d14,sprintf_write_padded,MEMLIB,high,102,42,0,"write string with width, justification, pad char"
0x02018d7a,sprintf_itoa,MEMLIB,high,158,64,0,format 32-bit int to padded ASCII with sign
0x02018e18,sprintf_lltoa,MEMLIB,high,174,65,0,format 64-bit int to padded ASCII with sign
0x02018ec6,_dtoa_r,MEMLIB,high,472,150,0,double to decimal digit string with rounding
0x0201909e,dtoa,MEMLIB,med,24,11,0,dtoa wrapper forcing fixed conversion mode
0x020190b6,_cvt,MEMLIB,high,438,173,0,format double as e/f/g style text with exponent
0x0201926c,printf_efg_conv,MEMLIB,med,412,148,0,"printf %e/%f/%g handling: flags, precision, padding"
0x02019408,vsprintf,MEMLIB,high,970,381,0,"vsprintf core: parse format, all conversions"
0x020197d2,ui_window_create,UI_MENU,med,202,81,0,create window object from rodata descriptor
0x0201989c,ui_handler_chain_invoke,UI_MENU,med,20,10,0,"walk handler list, invoke each callback"
0x020198b0,ui_handler_chain_invoke2,UI_MENU,med,30,15,0,walk sibling handler chain calling callbacks
0x020198ce,ui_page_show,UI_MENU,med,132,46,0,"show page: run element init hooks, request redraw"
0x02019952,ui_window_create_show,UI_MENU,med,22,8,0,create window from descriptor 0x2043850 and show
0x02019968,ui_prop_clear_1812,UI_MENU,med,14,5,0,clear widget property 0x1812
0x02019976,ui_prop_clear_1813,UI_MENU,med,14,5,0,clear widget property 0x1813
0x02019984,ui_prop_set_1810,UI_MENU,med,14,5,0,set widget property 0x1810
0x02019992,ui_prop_clear_1811,UI_MENU,med,14,5,0,clear widget property 0x1811
0x020199a0,ui_set_color,UI_MENU,med,12,5,0,set widget color property (id 32)
0x020199ac,ui_set_alpha,UI_MENU,med,12,5,0,set widget alpha property (id 33)
0x020199b8,ui_widget_set_size,UI_MENU,med,78,29,0,set widget width/height only when changed
0x02019a06,ui_prop_set_1032,UI_MENU,med,14,5,0,set widget property 0x1032
0x02019a14,ui_label_create,UI_MENU,med,66,30,0,"create label widget with color, alpha, position"
0x02019a56,ui_prop_set_96,UI_MENU,med,12,5,0,set widget text attribute property 96
0x02019a62,ui_prop_set_840,UI_MENU,med,14,5,0,set widget font property 0x840 to 10
0x02019a70,ui_prop_set_841,UI_MENU,med,14,5,0,set widget property 0x841
0x02019a7e,ui_prop_set_842,UI_MENU,med,14,5,0,set widget property 0x842
0x02019a8c,ui_prop_set_843,UI_MENU,med,14,5,0,set widget property 0x843 to -1
0x02019a9a,ui_prop_set_845,UI_MENU,med,14,5,0,set widget property 0x845 to 204
0x02019aa8,ui_child_window_create_show,UI_MENU,med,24,8,0,create and show child window from descriptor 0x2045ee8
0x02019ac0,ui_prop_set_145c,UI_MENU,med,14,5,0,set widget text property 0x145c
0x02019ace,ui_param_item_create,UI_MENU,med,230,92,0,create parameter menu item: name and value labels
0x02019bb4,ui_element_release_focus,UI_MENU,med,174,66,0,clear focus pointers referencing element
0x02019c62,ui_element_remove,UI_MENU,med,368,148,0,"detach element from lists, run destroy hooks"
0x02019dd2,ui_element_destroy,UI_MENU,med,152,57,0,"destroy element, free text, request redraw"
0x02019e6a,ui_widget_free,UI_MENU,med,52,22,0,destroy widget contents and free struct
0x02019e9e,fx_process_dispatch,FX,low,954,249,0,run active effect by mode: per-sample float DSP loop
0x0201a258,arena_alloc_zero,MEMLIB,high,72,24,0,"bump allocator: 4-align, bounds-check, zero-fill, return block"
0x0201a2a0,fx_delayline_init,FX,med,20,10,0,"init effect stage: alloc count*4 delay buffer, store coefficient"
0x0201a2b4,fx_effect_create,FX,med,1326,364,0,"construct effect object: allocate delay stages, load coefficients"
0x0201a7e2,fx_reverb_process,FX,low,5474,1645,0,multi-stage comb/allpass effect render loop over sample block
0x0201bd44,exp2f_lut,MATHLIB,med,594,149,0,"float exp2 via table interpolation, pi/sqrt2 constants"
0x0201bf96,fx_biquad_setup,FX,med,3638,961,0,"compute biquad filter node coefficients via exp2, sample-rate scaled"
0x0201cdcc,fx_chorus_init,FX,med,1372,383,0,"init chorus/phaser effect: LFO constants, modulated delay taps"
0x0201d328,pow2_u32,MATHLIB,med,18,8,0,"compute 2^n via shift loop, bit-mask helper"
0x0201d33a,norflash_ioctl,STORAGE_FS,med,446,148,0,"flash device ioctl dispatcher: erase/write/cache cmds, mutex-guarded"
0x0201d4f8,flash_partition_ioctl,STORAGE_FS,med,38,12,0,"select flash partition by index, issue masked device ioctl"
0x0201d51e,_getwchar_r,MEMLIB,high,20,6,0,newlib reentrancy wrapper for getwchar
0x0201d532,dx7voice_pack_store,STORAGE_PATCH,high,286,105,1,"pack 155B VCED voice to 128B DX7 VMEM, write flash"
0x0201d650,app_mode_switch_notify,APP,low,76,25,0,"cycle app mode flag (0-2 to 2-4), post notify callback"
0x0201d69c,dx7patch_load_or_store,STORAGE_PATCH,med,768,249,0,load/unpack DX7 voice bank from flash; persist edited slots
0x0201d99c,dx7_global_params_apply,SYNTH_FM,med,52,14,0,apply four table-indexed patch params into synth state
0x0201d9d0,ui_show_patch_name,UI_DISPLAY,low,64,22,0,"format patch index plus 10-char voice name, push display"
0x0201da10,dx7_lfo_params_compute,SYNTH_FM,med,168,55,0,compute DX7 LFO rate/delay params from patch bytes
0x0201dab8,dx7patch_select_apply,STORAGE_PATCH,med,166,54,0,"select patch: load, unpack, apply params, show name"
0x0201db5e,_getwchar_r,MEMLIB,high,20,6,0,newlib reentrancy wrapper for getwchar
0x0201db72,_getwchar_r,MEMLIB,high,20,6,0,newlib reentrancy wrapper for getwchar
0x0201db86,printf_fmt_int,MEMLIB,high,388,126,0,"printf integer formatter: width, zero/space pad, sign, base prefix"
0x0201dd0a,_vsnprintf_r,MEMLIB,high,2152,721,0,"printf format engine: conversions, width/precision, length modifiers"
0x0201e572,snprintf,MEMLIB,high,28,11,0,bounded-buffer sprintf wrapping the format core
0x0201e58e,ui_widget_set_text_fmt,UI_MENU,low,406,139,0,set widget label via asprintf; transpose/octave edit handlers
0x0201e724,sys_power_flag_set,POWER,med,64,21,0,set/clear indexed flag bit from power descriptor table
0x0201e764,sys_power_set_state,POWER,high,576,214,0,"power state machine: per-state flags, enter/exit callbacks"
0x0201e9a4,os_event_wakeup_by_id,RTOS,med,380,125,0,"SMP-safe event flag set: walk waiter list, signal, yield"
0x0201eb20,os_event_wakeup,RTOS,med,8,3,0,thin wrapper invoking event wakeup 0x0201e9a4
0x0201eb28,list_link,MEMLIB,med,6,3,0,doubly-linked list node link helper
0x0201eb2e,heap_malloc,MEMLIB,high,304,112,0,"SMP-locked best-fit free-list alloc, block split, guard magic"
0x0201ec5e,os_msg_args_pack,RTOS,med,386,153,0,pack varargs into message buffer per format codes
0x0201ede0,os_msg_fmt_parse,RTOS,med,182,83,0,"parse message format string into descriptor, pack args"
0x0201ee96,heap_block_check,MEMLIB,high,68,21,0,"validate heap block guard magics, panic on corruption"
0x0201eeda,list_link,MEMLIB,med,6,3,0,doubly-linked list node link helper
0x0201eee0,list_insert_after,MEMLIB,med,12,5,0,doubly-linked list insert-after helper
0x0201eeec,heap_free,MEMLIB,high,376,129,0,"guard-checked free, coalesce neighbors, SMP-locked list"
0x0201f064,list_insert_after,MEMLIB,med,12,5,0,doubly-linked list insert-after helper
0x0201f070,list_del_init,MEMLIB,med,14,6,0,unlink node and re-init as empty list head
0x0201f07e,os_taskq_post_msg,RTOS,med,82,28,0,"alloc message, pack args by format, post to task"
0x0201f0d0,bt_ble_msg_post,BT,med,76,24,0,post BLE state messages 12-15 from flag bits
0x0201f11c,sys_timer_add_wrapper,RTOS,med,40,16,0,"register periodic callback timer, min 3ms period"
0x0201f144,bt_ble_supervision_tick,BT,med,188,68,0,BLE countdown timer posting connect/advertising messages
0x0201f200,bt_ble_toggle,BT,med,360,122,0,BLE enable/disable toggle; rebuilds name with _BLE suffix
0x0201f368,dx7voice_state_copy,SYNTH_FM,high,148,60,0,copy 320B voice state: 6 op param blocks + extras
0x0201f3fc,env_release,SYNTH_FM,high,112,42,0,msfa Env release-stage advance: level/rate/inc compute
0x0201f46c,dx7voice_keyoff,SYNTH_FM,high,126,44,0,per-voice key-off over 6 op envs plus pitch env
0x0201f4ea,dx7_mod_update,SYNTH_FM,med,266,98,0,recompute controller modulation amounts via smax matrix
0x0201f5f4,midi_msg_dispatch,MIDI,high,2026,675,0,"MIDI note/CC/pitchbend routing, voice allocation and steal"
0x0201fdde,midi_rx_fifo_push,MIDI,med,134,43,0,push bytes into MIDI ring FIFO with running status
0x0201fe64,perf_mode_page_exit,UI_MENU,med,478,169,0,"page-exit action: all-notes-off, clear arp tables/keys"
0x02020042,seq_pattern_bank_scan,MIDI,med,410,110,0,"scan 16 seq pattern slots, count valid notes each"
0x020201dc,arp_seq_mode_control,MIDI,med,886,281,0,"arp/seq mode set: panic, scheduler init, pattern load"
0x02020552,midi_note_on_inject,MIDI,high,56,19,0,build and inject 3-byte 0x90 note-on message
0x0202058a,arp_note_order_sort,MIDI,med,410,129,0,sort held-note list by press-order priority table
0x02020724,arp_pattern_build,MIDI,high,1132,344,0,build arp note pattern: up/down/random/octave expansion
0x02020b90,arp_held_note_remove,MIDI,high,62,21,0,"clear note from held-note table, decrement count"
0x02020bce,arp_held_note_add,MIDI,high,64,21,0,"set note in held-note table, increment count"
0x02020c0e,seq_pattern_build,MIDI,med,2102,676,0,second pattern builder; embedded arp/seq tick engine
0x02021444,deferred_call_schedule,RTOS,med,66,23,0,allocate and schedule 50ms deferred callback item
0x02021486,lcd_spi_write_window,UI_DISPLAY,high,282,84,0,"SPI1 LCD: set 240x240 window (2A/2B/2C), push pixels"
0x020215a0,lcd_device_init,UI_DISPLAY,med,74,22,0,"init 76B LCD device struct, callback and flags"
0x020215ea,lcd_chan_enable,UI_DISPLAY,low,32,11,0,clear flag bits to enable LCD channel object
0x0202160a,lcd_pipeline_init,UI_DISPLAY,med,250,90,0,"alloc framebuffer, create two channels, schedule callback"
0x02021704,ui_widget_param_create,UI_MENU,low,24,8,0,create UI widget from float parameter table
0x0202171c,ui_elem_set_commit,UI_MENU,low,22,8,0,set element fields then commit and refresh
0x02021732,ui_prop_set_2121,UI_MENU,low,14,5,0,set widget property id 2121
0x02021740,ui_prop_set_77,UI_MENU,low,12,5,0,set widget property id 77
0x0202174c,ui_prop_set_32,UI_MENU,low,12,5,0,set widget property id 32
0x02021758,ui_prop_set_59,UI_MENU,low,12,5,0,set widget property id 59
0x02021764,ui_event_list_insert,UI_MENU,low,162,57,0,insert 8-byte entry into indexed circular list
0x02021806,ui_prop_set_1111,UI_MENU,low,14,5,1,set widget property id 1111
0x02021814,ui_prop_set_48,UI_MENU,low,12,5,0,set widget property id 48
0x02021820,ui_prop_set_49,UI_MENU,low,12,5,0,set widget property id 49
0x0202182c,ui_synth_page_build,UI_MENU,med,2036,749,0,"build synth menu page: widgets, six operator buttons"
0x02022020,ui_page_build,UI_MENU,med,230,80,0,"build UI page: title string, list, sub-widgets"
0x02022106,arp_seq_note_input,MIDI,med,380,125,0,route note on/off into arp/seq engines with timestamps
0x02022282,note_on_route,MIDI,high,142,47,0,"note-on: inject synth, add arp held, seq record"
0x02022310,note_off_route,MIDI,high,170,54,0,"note-off: inject synth, remove arp held, seq advance"
0x020223ba,ui_text_align_layout,UI_DISPLAY,med,2240,757,0,"compute text alignment offsets, reposition widget x/y"
0x02022c7a,menu_page_select_item,UI_MENU,med,112,33,0,"move page selection to item index, redraw old/new"
0x02022cea,task_flag_hook_stub,APP,low,20,6,0,call hook 0x02020938 when task flag bit 0x20 set
0x02022cfe,usr_app_task,APP,high,4514,1434,0,app main task: hw/LCD/audio init then UI event loop
0x02023ea0,midi_message_handler,MIDI,high,924,295,0,"parse MIDI in: DX7 sysex dumps, notes, CCs"
0x0202423c,key_encoder_scan_tick,INPUT,med,1596,526,0,"key/encoder/battery scan with debounce, post input events"
0x02024878,menu_page_event_handlers,UI_MENU,med,2198,761,0,"menu page handlers: encoder edit, select, bank save"
0x0202510e,menu_page_value_redraw,UI_MENU,med,684,254,0,redraw 4-field value page with formatted text
0x020253ba,menu_param_max_lookup,UI_MENU,med,254,85,0,map param id to max value via two tables
0x020254b8,menu_value_format_draw,UI_MENU,med,210,71,0,"format param value (note names, percent) and draw"
0x0202558a,menu_param_rows_redraw,UI_MENU,med,416,151,0,redraw 4 param name/value rows from tables
0x0202572a,ui_panel_create4,UI_MENU,med,102,38,0,"create 4-child UI panel widget, paired destructor"
0x02025790,patch_bank_page_handlers,UI_MENU,med,3044,1009,0,"patch/bank menu pages, flash bank ops, scope draw"
0x02026374,cbuf_read,RTOS,med,260,94,0,circular buffer read with wrap and dual-core lock
0x02026478,irq_unregister,RTOS,med,64,18,1,clear RAM vector slot and ICFG nibble fields
0x020264b8,list_add_after,RTOS,high,12,5,0,doubly-linked list insert after node
0x020264c4,mempool_chunks_init,RTOS,med,56,23,0,"split buffer into fixed chunks, link free list"
0x020264fc,list_del_init,RTOS,high,14,6,0,unlink node and self-reinitialize its links
0x0202650a,list_move_locked,RTOS,med,116,42,0,move node between lists under dual-core spinlock
0x0202657e,stream_read,STORAGE_FS,low,574,184,0,blocking buffered read on magic-0xA6 stream object
0x020267bc,stream_close,STORAGE_FS,low,98,34,0,"close stream: wake waiters, free node list"
0x0202681e,list_link_pair,RTOS,med,6,3,0,link two list nodes together
0x02026824,named_node_register,APP,low,76,27,0,"alloc node, vsnprintf name, append registry list"
0x02026870,list_is_empty,RTOS,med,22,7,0,return 1 if global list head self-linked
0x02026886,list_del_init2,RTOS,med,14,6,0,unlink node and self-reinitialize its links
0x02026894,list_add_global,RTOS,med,20,7,0,push node onto global list at 0x1C08FF0
0x020268a8,list_op_locked_stub,RTOS,low,14,4,0,spinlocked list op on r0+176 via helper
0x020268b6,image_block_read,STORAGE_FS,low,770,245,0,buffered sequential read from opened image/update file
0x02026bb8,cleanup_thunk_65e8a,APP,low,12,4,0,tail call to three-step cleanup routine
